FIPS Code,State and area,Year,Month,Civilian non-institutional population,Civilian labor force Total,Civilian labor force Percent of population,Civilian labor force Employment Total,Civilian labor force Employment Percent of population,Civilian labor force Unemployment Total,Civilian labor force Unemployment Rate
1,Alabama,1976,1,2605000,1479554,56.8,1362852,52.3,116702,7.9
2,Alaska,1976,1,232000,153109,66,138852,59.8,14257,9.3
4,Arizona,1976,1,1621000,959530,59.2,847058,52.3,112472,11.7
5,Arkansas,1976,1,1536000,857544,55.8,781080,50.9,76464,8.9
6,California,1976,1,15621000,9686520,62,8689249,55.6,997271,10.3
37,Los Angeles County,1976,1,5273000,3356349,63.7,3030501,57.5,325848,9.7
8,Colorado,1976,1,1832000,1208430,66,1128988,61.6,79442,6.6
9,Connecticut,1976,1,2248000,1420938,63.2,1265037,56.3,155901,11
10,Delaware,1976,1,417000,260238,62.4,238840,57.3,21398,8.2
11,District of Columbia,1976,1,520000,338071,65,305548,58.8,32523,9.6
12,Florida,1976,1,6421000,3515001,54.7,3144721,49,370280,10.5
13,Georgia,1976,1,3522000,2220769,63.1,2022293,57.4,198476,8.9
15,Hawaii,1976,1,583000,404312,69.4,363706,62.4,40606,10
16,Idaho,1976,1,580000,356227,61.4,329258,56.8,26969,7.6
17,Illinois,1976,1,8127000,5054880,62.2,4669133,57.5,385747,7.6
18,Indiana,1976,1,3789000,2373120,62.6,2188401,57.8,184719,7.8
19,Iowa,1976,1,2066000,1299429,62.9,1229927,59.5,69502,5.3
20,Kansas,1976,1,1635000,1047226,64.1,994972,60.9,52254,5
21,Kentucky,1976,1,2459000,1467641,59.7,1367202,55.6,100439,6.8
22,Louisiana,1976,1,2672000,1474964,55.2,1369531,51.3,105433,7.1
23,Maine,1976,1,764000,465052,60.9,416650,54.5,48402,10.4
24,Maryland,1976,1,2954000,1891303,64,1749268,59.2,142035,7.5
25,Massachusetts,1976,1,4194000,2684716,64,2372836,56.6,311880,11.6
26,Michigan,1976,1,6417000,3874991,60.4,3458436,53.9,416555,10.7
27,Minnesota,1976,1,2788000,1799380,64.5,1662125,59.6,137255,7.6
28,Mississippi,1976,1,1640000,938077,57.2,868600,53,69477,7.4
29,Missouri,1976,1,3464000,2046765,59.1,1910116,55.1,136649,6.7
30,Montana,1976,1,531000,319876,60.2,294737,55.5,25139,7.9
31,Nebraska,1976,1,1095000,705785,64.5,674290,61.6,31495,4.5
32,Nevada,1976,1,451000,314923,69.8,281639,62.4,33284,10.6
33,New Hampshire,1976,1,593000,384590,64.9,353609,59.6,30981,8.1
34,New Jersey,1976,1,5358000,3226465,60.2,2868894,53.5,357571,11.1
35,New Mexico,1976,1,792000,462112,58.3,419686,53,42426,9.2
36,New York,1976,1,13196000,7634660,57.9,6780218,51.4,854442,11.2
51000,New York city,1976,1,5694000,3114165,54.7,2757164,48.4,357001,11.5
37,North Carolina,1976,1,3898000,2535710,65.1,2341807,60.1,193903,7.6
38,North Dakota,1976,1,442000,264776,59.9,253039,57.2,11737,4.4
39,Ohio,1976,1,7701000,4674757,60.7,4243071,55.1,431686,9.2
40,Oklahoma,1976,1,1999000,1164085,58.2,1080279,54,83806,7.2
41,Oregon,1976,1,1716000,1059337,61.7,929956,54.2,129381,12.2
42,Pennsylvania,1976,1,8774000,5024297,57.3,4576097,52.2,448200,8.9
44,Rhode Island,1976,1,691000,431441,62.4,389066,56.3,42375,9.8
45,South Carolina,1976,1,1984000,1273770,64.2,1161226,58.5,112544,8.8
46,South Dakota,1976,1,477000,298193,62.5,284648,59.7,13545,4.5
47,Tennessee,1976,1,3078000,1772185,57.6,1650401,53.6,121784,6.9
48,Texas,1976,1,8818000,5517872,62.6,5169022,58.6,348850,6.3
49,Utah,1976,1,824000,510755,62,474361,57.6,36394,7.1
50,Vermont,1976,1,339000,209091,61.7,187802,55.4,21289,10.2
51,Virginia,1976,1,3534000,2289688,64.8,2129197,60.2,160491,7
53,Washington,1976,1,2598000,1555779,59.9,1392245,53.6,163534,10.5
54,West Virginia,1976,1,1352000,690286,51.1,623167,46.1,67119,9.7
55,Wisconsin,1976,1,3245000,2080567,64.1,1943141,59.9,137426,6.6
56,Wyoming,1976,1,270000,170210,63,160423,59.4,9787,5.7
1,Alabama,1976,2,2610000,1483434,56.8,1368596,52.4,114838,7.7
2,Alaska,1976,2,234000,154669,66.1,140053,59.9,14616,9.4
4,Arizona,1976,2,1626000,962783,59.2,858119,52.8,104664,10.9
5,Arkansas,1976,2,1538000,868205,56.5,794436,51.7,73769,8.5
6,California,1976,2,15657000,9704574,62,8735059,55.8,969515,10
37,Los Angeles County,1976,2,5283000,3367868,63.7,3054035,57.8,313833,9.3
8,Colorado,1976,2,1837000,1210185,65.9,1133412,61.7,76773,6.3
9,Connecticut,1976,2,2251000,1415563,62.9,1265954,56.2,149609,10.6
10,Delaware,1976,2,418000,259251,62,237881,56.9,21370,8.2
11,District of Columbia,1976,2,519000,339238,65.4,307109,59.2,32129,9.5
12,Florida,1976,2,6437000,3532354,54.9,3177608,49.4,354746,10
13,Georgia,1976,2,3528000,2232901,63.3,2034383,57.7,198518,8.9
15,Hawaii,1976,2,585000,404788,69.2,363859,62.2,40929,10.1
16,Idaho,1976,2,582000,358330,61.6,332286,57.1,26044,7.3
17,Illinois,1976,2,8136000,5056732,62.2,4679958,57.5,376774,7.5
18,Indiana,1976,2,3793000,2372450,62.5,2192301,57.8,180149,7.6
19,Iowa,1976,2,2069000,1307243,63.2,1239465,59.9,67778,5.2
20,Kansas,1976,2,1637000,1048034,64,998373,61,49661,4.7
21,Kentucky,1976,2,2465000,1468827,59.6,1368103,55.5,100724,6.9
22,Louisiana,1976,2,2678000,1475179,55.1,1382372,51.6,92807,6.3
23,Maine,1976,2,766000,464776,60.7,415959,54.3,48817,10.5
24,Maryland,1976,2,2958000,1876443,63.4,1746223,59,130220,6.9
25,Massachusetts,1976,2,4198000,2680260,63.8,2377543,56.6,302717,11.3
26,Michigan,1976,2,6424000,3898596,60.7,3482417,54.2,416179,10.7
27,Minnesota,1976,2,2793000,1800337,64.5,1671178,59.8,129159,7.2
28,Mississippi,1976,2,1644000,944479,57.5,878429,53.4,66050,7
29,Missouri,1976,2,3469000,2055004,59.2,1910048,55.1,144956,7.1
30,Montana,1976,2,532000,320302,60.2,297359,55.9,22943,7.2
31,Nebraska,1976,2,1096000,710717,64.8,680228,62.1,30489,4.3
32,Nevada,1976,2,454000,319746,70.4,287895,63.4,31851,10
33,New Hampshire,1976,2,595000,385167,64.7,354352,59.6,30815,8
34,New Jersey,1976,2,5363000,3232981,60.3,2882556,53.7,350425,10.8
35,New Mexico,1976,2,795000,466790,58.7,424410,53.4,42380,9.1
36,New York,1976,2,13202000,7623500,57.7,6769516,51.3,853984,11.2
51000,New York city,1976,2,5692000,3125104,54.9,2762371,48.5,362733,11.6
37,North Carolina,1976,2,3905000,2547938,65.2,2357077,60.4,190861,7.5
38,North Dakota,1976,2,443000,267120,60.3,255205,57.6,11915,4.5
39,Ohio,1976,2,7706000,4691022,60.9,4261115,55.3,429907,9.2
40,Oklahoma,1976,2,2003000,1159997,57.9,1079320,53.9,80677,7
41,Oregon,1976,2,1720000,1055282,61.4,933262,54.3,122020,11.6
42,Pennsylvania,1976,2,8780000,5027694,57.3,4569132,52,458562,9.1
44,Rhode Island,1976,2,692000,432221,62.5,390860,56.5,41361,9.6
45,South Carolina,1976,2,1988000,1278087,64.3,1168994,58.8,109093,8.5
46,South Dakota,1976,2,478000,299281,62.6,286613,60,12668,4.2
47,Tennessee,1976,2,3084000,1778704,57.7,1656126,53.7,122578,6.9
48,Texas,1976,2,8844000,5529265,62.5,5186271,58.6,342994,6.2
49,Utah,1976,2,826000,509064,61.6,473522,57.3,35542,7
50,Vermont,1976,2,340000,209637,61.7,189138,55.6,20499,9.8
51,Virginia,1976,2,3543000,2292451,64.7,2139095,60.4,153356,6.7
53,Washington,1976,2,2604000,1562827,60,1398713,53.7,164114,10.5
54,West Virginia,1976,2,1355000,692343,51.1,626993,46.3,65350,9.4
55,Wisconsin,1976,2,3248000,2104300,64.8,1943979,59.9,160321,7.6
56,Wyoming,1976,2,271000,170430,62.9,161946,59.8,8484,5
1,Alabama,1976,3,2615000,1473416,56.3,1383132,52.9,90284,6.1
2,Alaska,1976,3,236000,156523,66.3,142663,60.5,13860,8.9
4,Arizona,1976,3,1631000,959519,58.8,864711,53,94808,9.9
5,Arkansas,1976,3,1539000,872759,56.7,805788,52.4,66971,7.7
6,California,1976,3,15694000,9703893,61.8,8796613,56.1,907280,9.3
37,Los Angeles County,1976,3,5292000,3360733,63.5,3067708,58,293025,8.7
8,Colorado,1976,3,1841000,1215419,66,1135668,61.7,79751,6.6
9,Connecticut,1976,3,2253000,1422053,63.1,1283562,57,138491,9.7
10,Delaware,1976,3,418000,261829,62.6,240665,57.6,21164,8.1
11,District of Columbia,1976,3,519000,337671,65.1,307179,59.2,30492,9
12,Florida,1976,3,6452000,3543627,54.9,3215564,49.8,328063,9.3
13,Georgia,1976,3,3534000,2230018,63.1,2051618,58.1,178400,8
15,Hawaii,1976,3,586000,409411,69.9,367279,62.7,42132,10.3
16,Idaho,1976,3,583000,359333,61.6,334057,57.3,25276,7
17,Illinois,1976,3,8146000,5069914,62.2,4723593,58,346321,6.8
18,Indiana,1976,3,3797000,2392516,63,2218715,58.4,173801,7.3
19,Iowa,1976,3,2072000,1317410,63.6,1251905,60.4,65505,5
20,Kansas,1976,3,1640000,1051515,64.1,1003980,61.2,47535,4.5
21,Kentucky,1976,3,2470000,1480391,59.9,1390768,56.3,89623,6.1
22,Louisiana,1976,3,2685000,1491189,55.5,1399283,52.1,91906,6.2
23,Maine,1976,3,767000,466469,60.8,420205,54.8,46264,9.9
24,Maryland,1976,3,2962000,1891251,63.9,1765406,59.6,125845,6.7
25,Massachusetts,1976,3,4201000,2692810,64.1,2398288,57.1,294522,10.9
26,Michigan,1976,3,6430000,3923788,61,3503704,54.5,420084,10.7
27,Minnesota,1976,3,2797000,1813557,64.8,1689115,60.4,124442,6.9
28,Mississippi,1976,3,1647000,947087,57.5,889215,54,57872,6.1
29,Missouri,1976,3,3473000,2069964,59.6,1941274,55.9,128690,6.2
30,Montana,1976,3,533000,322645,60.5,299983,56.3,22662,7
31,Nebraska,1976,3,1097000,711330,64.8,685433,62.5,25897,3.6
32,Nevada,1976,3,456000,317464,69.6,289213,63.4,28251,8.9
33,New Hampshire,1976,3,596000,389352,65.3,359346,60.3,30006,7.7
34,New Jersey,1976,3,5367000,3251643,60.6,2911865,54.3,339778,10.4
35,New Mexico,1976,3,798000,466803,58.5,424359,53.2,42444,9.1
36,New York,1976,3,13207000,7622827,57.7,6819330,51.6,803497,10.5
51000,New York city,1976,3,5690000,3104370,54.6,2771049,48.7,333321,10.7
37,North Carolina,1976,3,3912000,2541853,65,2379457,60.8,162396,6.4
38,North Dakota,1976,3,444000,269440,60.7,257650,58,11790,4.4
39,Ohio,1976,3,7711000,4716986,61.2,4304058,55.8,412928,8.8
40,Oklahoma,1976,3,2007000,1172149,58.4,1097873,54.7,74276,6.3
41,Oregon,1976,3,1724000,1059434,61.5,942420,54.7,117014,11
42,Pennsylvania,1976,3,8786000,5045340,57.4,4609972,52.5,435368,8.6
44,Rhode Island,1976,3,693000,430399,62.1,391795,56.5,38604,9
45,South Carolina,1976,3,1992000,1275458,64,1185693,59.5,89765,7
46,South Dakota,1976,3,478000,303011,63.4,290505,60.8,12506,4.1
47,Tennessee,1976,3,3091000,1787456,57.8,1679539,54.3,107917,6
48,Texas,1976,3,8870000,5580839,62.9,5260114,59.3,320725,5.7
49,Utah,1976,3,828000,509632,61.5,477432,57.7,32200,6.3
50,Vermont,1976,3,341000,210858,61.8,190759,55.9,20099,9.5
51,Virginia,1976,3,3551000,2311805,65.1,2168090,61.1,143715,6.2
53,Washington,1976,3,2611000,1578879,60.5,1423403,54.5,155476,9.8
54,West Virginia,1976,3,1358000,688881,50.7,628433,46.3,60448,8.8
55,Wisconsin,1976,3,3252000,2095270,64.4,1956096,60.2,139174,6.6
56,Wyoming,1976,3,272000,173216,63.7,164733,60.6,8483,4.9
1,Alabama,1976,4,2620000,1478039,56.4,1394337,53.2,83702,5.7
2,Alaska,1976,4,237000,155914,65.8,144239,60.9,11675,7.5
4,Arizona,1976,4,1636000,962370,58.8,873621,53.4,88749,9.2
5,Arkansas,1976,4,1541000,880584,57.1,819089,53.2,61495,7
6,California,1976,4,15731000,9718670,61.8,8865150,56.4,853520,8.8
37,Los Angeles County,1976,4,5302000,3356800,63.3,3078470,58.1,278330,8.3
8,Colorado,1976,4,1846000,1213197,65.7,1149830,62.3,63367,5.2
9,Connecticut,1976,4,2255000,1431193,63.5,1297735,57.5,133458,9.3
10,Delaware,1976,4,419000,262682,62.7,241801,57.7,20881,7.9
11,District of Columbia,1976,4,518000,334375,64.6,306797,59.2,27578,8.2
12,Florida,1976,4,6468000,3556268,55,3252512,50.3,303756,8.5
13,Georgia,1976,4,3540000,2232165,63.1,2063244,58.3,168921,7.6
15,Hawaii,1976,4,588000,411017,69.9,370966,63.1,40051,9.7
16,Idaho,1976,4,585000,361490,61.8,339862,58.1,21628,6
17,Illinois,1976,4,8155000,5082500,62.3,4767330,58.5,315170,6.2
18,Indiana,1976,4,3801000,2407474,63.3,2260246,59.5,147228,6.1
19,Iowa,1976,4,2075000,1323204,63.8,1269491,61.2,53713,4.1
20,Kansas,1976,4,1642000,1056821,64.4,1012586,61.7,44235,4.2
21,Kentucky,1976,4,2475000,1479650,59.8,1407175,56.9,72475,4.9
22,Louisiana,1976,4,2692000,1503346,55.8,1417453,52.7,85893,5.7
23,Maine,1976,4,769000,467876,60.8,425753,55.4,42123,9
24,Maryland,1976,4,2966000,1882872,63.5,1767782,59.6,115090,6.1
25,Massachusetts,1976,4,4204000,2686259,63.9,2420547,57.6,265712,9.9
26,Michigan,1976,4,6436000,3929358,61.1,3544627,55.1,384731,9.8
27,Minnesota,1976,4,2802000,1828363,65.3,1721050,61.4,107313,5.9
28,Mississippi,1976,4,1650000,953629,57.8,902011,54.7,51618,5.4
29,Missouri,1976,4,3477000,2088240,60.1,1971241,56.7,116999,5.6
30,Montana,1976,4,534000,326286,61.1,306599,57.4,19687,6
31,Nebraska,1976,4,1098000,715177,65.1,694805,63.3,20372,2.8
32,Nevada,1976,4,458000,320720,70,293401,64.1,27319,8.5
33,New Hampshire,1976,4,598000,387074,64.7,360590,60.3,26484,6.8
34,New Jersey,1976,4,5372000,3261860,60.7,2935305,54.6,326555,10
35,New Mexico,1976,4,801000,470977,58.8,431765,53.9,39212,8.3
36,New York,1976,4,13213000,7599219,57.5,6855384,51.9,743835,9.8
51000,New York city,1976,4,5689000,3082799,54.2,2764663,48.6,318136,10.3
37,North Carolina,1976,4,3919000,2568856,65.5,2421717,61.8,147139,5.7
38,North Dakota,1976,4,444000,273787,61.7,264226,59.5,9561,3.5
39,Ohio,1976,4,7716000,4728028,61.3,4354178,56.4,373850,7.9
40,Oklahoma,1976,4,2011000,1176572,58.5,1113180,55.4,63392,5.4
41,Oregon,1976,4,1728000,1064491,61.6,960930,55.6,103561,9.7
42,Pennsylvania,1976,4,8792000,5059314,57.5,4661192,53,398122,7.9
44,Rhode Island,1976,4,693000,429848,62,396199,57.2,33649,7.8
45,South Carolina,1976,4,1996000,1284367,64.3,1201565,60.2,82802,6.4
46,South Dakota,1976,4,479000,307018,64.1,297814,62.2,9204,3
47,Tennessee,1976,4,3097000,1804989,58.3,1706217,55.1,98772,5.5
48,Texas,1976,4,8896000,5612442,63.1,5322439,59.8,290003,5.2
49,Utah,1976,4,830000,513270,61.8,484870,58.4,28400,5.5
50,Vermont,1976,4,341000,209384,61.4,190478,55.9,18906,9
51,Virginia,1976,4,3559000,2321398,65.2,2195547,61.7,125851,5.4
53,Washington,1976,4,2617000,1570974,60,1437108,54.9,133866,8.5
54,West Virginia,1976,4,1360000,699852,51.5,643509,47.3,56343,8.1
55,Wisconsin,1976,4,3256000,2102720,64.6,1984251,60.9,118469,5.6
56,Wyoming,1976,4,273000,174018,63.7,166755,61.1,7263,4.2
1,Alabama,1976,5,2626000,1471784,56,1395094,53.1,76690,5.2
2,Alaska,1976,5,239000,162507,68,151144,63.2,11363,7
4,Arizona,1976,5,1642000,962437,58.6,880119,53.6,82318,8.6
5,Arkansas,1976,5,1542000,886220,57.5,827974,53.7,58246,6.6
6,California,1976,5,15768000,9717079,61.6,8960148,56.8,756931,7.8
37,Los Angeles County,1976,5,5311000,3335274,62.8,3080716,58,254558,7.6
8,Colorado,1976,5,1850000,1209221,65.4,1153512,62.4,55709,4.6
9,Connecticut,1976,5,2257000,1442693,63.9,1312876,58.2,129817,9
10,Delaware,1976,5,420000,262030,62.4,241432,57.5,20598,7.9
11,District of Columbia,1976,5,518000,332606,64.2,304351,58.8,28255,8.5
12,Florida,1976,5,6483000,3559671,54.9,3285567,50.7,274104,7.7
13,Georgia,1976,5,3547000,2235249,63,2075975,58.5,159274,7.1
15,Hawaii,1976,5,590000,409683,69.4,371102,62.9,38581,9.4
16,Idaho,1976,5,587000,367905,62.7,351543,59.9,16362,4.4
17,Illinois,1976,5,8164000,5080094,62.2,4802944,58.8,277150,5.5
18,Indiana,1976,5,3806000,2420367,63.6,2291729,60.2,128638,5.3
19,Iowa,1976,5,2078000,1326574,63.8,1279643,61.6,46931,3.5
20,Kansas,1976,5,1644000,1054765,64.2,1015284,61.8,39481,3.7
21,Kentucky,1976,5,2480000,1487677,60,1415968,57.1,71709,4.8
22,Louisiana,1976,5,2699000,1506476,55.8,1420178,52.6,86298,5.7
23,Maine,1976,5,771000,471698,61.2,432965,56.2,38733,8.2
24,Maryland,1976,5,2971000,1888835,63.6,1777524,59.8,111311,5.9
25,Massachusetts,1976,5,4207000,2690974,64,2438299,58,252675,9.4
26,Michigan,1976,5,6442000,3958466,61.4,3612712,56.1,345754,8.7
27,Minnesota,1976,5,2806000,1825487,65.1,1745890,62.2,79597,4.4
28,Mississippi,1976,5,1653000,959089,58,909336,55,49753,5.2
29,Missouri,1976,5,3481000,2094863,60.2,1990032,57.2,104831,5
30,Montana,1976,5,535000,326837,61.1,309946,57.9,16891,5.2
31,Nebraska,1976,5,1100000,718273,65.3,698930,63.5,19343,2.7
32,Nevada,1976,5,460000,325088,70.7,300024,65.2,25064,7.7
33,New Hampshire,1976,5,599000,391036,65.3,366221,61.1,24815,6.3
34,New Jersey,1976,5,5376000,3287305,61.1,2955026,55,332279,10.1
35,New Mexico,1976,5,804000,472521,58.8,433407,53.9,39114,8.3
36,New York,1976,5,13219000,7561828,57.2,6884299,52.1,677529,9
51000,New York city,1976,5,5687000,3050308,53.6,2748462,48.3,301846,9.9
37,North Carolina,1976,5,3926000,2592469,66,2453374,62.5,139095,5.4
38,North Dakota,1976,5,445000,280143,63,271396,61,8747,3.1
39,Ohio,1976,5,7721000,4721435,61.2,4393406,56.9,328029,6.9
40,Oklahoma,1976,5,2015000,1179846,58.6,1115132,55.3,64714,5.5
41,Oregon,1976,5,1732000,1061257,61.3,975096,56.3,86161,8.1
42,Pennsylvania,1976,5,8798000,5082126,57.8,4693825,53.4,388301,7.6
44,Rhode Island,1976,5,694000,429524,61.9,398166,57.4,31358,7.3
45,South Carolina,1976,5,2001000,1290611,64.5,1211443,60.5,79168,6.1
46,South Dakota,1976,5,480000,312005,65,303070,63.1,8935,2.9
47,Tennessee,1976,5,3103000,1820223,58.7,1732918,55.8,87305,4.8
48,Texas,1976,5,8922000,5622816,63,5338649,59.8,284167,5.1
49,Utah,1976,5,833000,517046,62.1,492578,59.1,24468,4.7
50,Vermont,1976,5,342000,212388,62.1,194856,57,17532,8.3
51,Virginia,1976,5,3567000,2330366,65.3,2208134,61.9,122232,5.2
53,Washington,1976,5,2623000,1578106,60.2,1453395,55.4,124711,7.9
54,West Virginia,1976,5,1363000,704067,51.7,652545,47.9,51522,7.3
55,Wisconsin,1976,5,3260000,2109310,64.7,2007892,61.6,101418,4.8
56,Wyoming,1976,5,274000,176222,64.3,169731,61.9,6491,3.7
1,Alabama,1976,6,2631000,1514533,57.6,1398535,53.2,115998,7.7
2,Alaska,1976,6,240000,170181,70.9,157452,65.6,12729,7.5
4,Arizona,1976,6,1647000,995895,60.5,892299,54.2,103596,10.4
5,Arkansas,1976,6,1544000,914433,59.2,846151,54.8,68282,7.5
6,California,1976,6,15804000,9902462,62.7,9019070,57.1,883392,8.9
37,Los Angeles County,1976,6,5321000,3364977,63.2,3073666,57.8,291311,8.7
8,Colorado,1976,6,1855000,1257580,67.8,1178654,63.5,78926,6.3
9,Connecticut,1976,6,2259000,1481667,65.6,1338756,59.3,142911,9.6
10,Delaware,1976,6,420000,269026,64.1,244578,58.2,24448,9.1
11,District of Columbia,1976,6,517000,340977,66,309623,59.9,31354,9.2
12,Florida,1976,6,6499000,3655715,56.3,3309338,50.9,346377,9.5
13,Georgia,1976,6,3553000,2288033,64.4,2086239,58.7,201794,8.8
15,Hawaii,1976,6,591000,415050,70.2,373235,63.2,41815,10.1
16,Idaho,1976,6,588000,382158,65,362249,61.6,19909,5.2
17,Illinois,1976,6,8174000,5257040,64.3,4879522,59.7,377518,7.2
18,Indiana,1976,6,3810000,2473424,64.9,2328672,61.1,144752,5.9
19,Iowa,1976,6,2081000,1354510,65.1,1299801,62.5,54709,4
20,Kansas,1976,6,1647000,1094866,66.5,1042795,63.3,52071,4.8
21,Kentucky,1976,6,2485000,1526847,61.4,1438977,57.9,87870,5.8
22,Louisiana,1976,6,2705000,1563868,57.8,1438322,53.2,125546,8
23,Maine,1976,6,772000,488148,63.2,448524,58.1,39624,8.1
24,Maryland,1976,6,2975000,1936430,65.1,1804787,60.7,131643,6.8
25,Massachusetts,1976,6,4210000,2764214,65.7,2493676,59.2,270538,9.8
26,Michigan,1976,6,6448000,4066702,63.1,3668007,56.9,398695,9.8
27,Minnesota,1976,6,2811000,1875610,66.7,1765197,62.8,110413,5.9
28,Mississippi,1976,6,1656000,997398,60.2,915217,55.3,82181,8.2
29,Missouri,1976,6,3485000,2167921,62.2,2027880,58.2,140041,6.5
30,Montana,1976,6,536000,334819,62.5,314530,58.7,20289,6.1
31,Nebraska,1976,6,1101000,729622,66.3,705701,64.1,23921,3.3
32,Nevada,1976,6,462000,332699,72,302669,65.5,30030,9
33,New Hampshire,1976,6,601000,403982,67.2,377950,62.9,26032,6.4
34,New Jersey,1976,6,5381000,3355493,62.4,3007302,55.9,348191,10.4
35,New Mexico,1976,6,807000,489902,60.7,440882,54.6,49020,10
36,New York,1976,6,13224000,7801015,59,7006480,53,794535,10.2
51000,New York city,1976,6,5685000,3105975,54.6,2755468,48.5,350507,11.3
37,North Carolina,1976,6,3933000,2657583,67.6,2486791,63.2,170792,6.4
38,North Dakota,1976,6,446000,290783,65.2,278945,62.5,11838,4.1
39,Ohio,1976,6,7726000,4801751,62.2,4423683,57.3,378068,7.9
40,Oklahoma,1976,6,2019000,1206501,59.8,1134101,56.2,72400,6
41,Oregon,1976,6,1736000,1093410,63,997118,57.4,96292,8.8
42,Pennsylvania,1976,6,8804000,5194540,59,4766306,54.1,428234,8.2
44,Rhode Island,1976,6,695000,439774,63.3,406420,58.5,33354,7.6
45,South Carolina,1976,6,2005000,1326013,66.1,1224660,61.1,101353,7.6
46,South Dakota,1976,6,480000,318909,66.4,309398,64.5,9511,3
47,Tennessee,1976,6,3110000,1895121,60.9,1768333,56.9,126788,6.7
48,Texas,1976,6,8948000,5789451,64.7,5399577,60.3,389874,6.7
49,Utah,1976,6,835000,533177,63.9,500917,60,32260,6.1
50,Vermont,1976,6,342000,220689,64.5,202025,59.1,18664,8.5
51,Virginia,1976,6,3575000,2379547,66.6,2237114,62.6,142433,6
53,Washington,1976,6,2630000,1622938,61.7,1482973,56.4,139965,8.6
54,West Virginia,1976,6,1366000,715835,52.4,662392,48.5,53443,7.5
55,Wisconsin,1976,6,3263000,2187016,67,2059511,63.1,127505,5.8
56,Wyoming,1976,6,275000,184944,67.3,177767,64.6,7177,3.9
1,Alabama,1976,7,2636000,1518991,57.6,1407832,53.4,111159,7.3
2,Alaska,1976,7,242000,174209,72,164273,67.9,9936,5.7
